,TYPE,YEAR,MONTH,Observations,YEAR-MONTH
2527,Vehicle Collision or Pedestrian Struck (with Injury),2016,3,133,2016-03-01
2528,Vehicle Collision or Pedestrian Struck (with Injury),2016,4,118,2016-04-01
2529,Vehicle Collision or Pedestrian Struck (with Injury),2016,5,151,2016-05-01
2530,Vehicle Collision or Pedestrian Struck (with Injury),2016,6,141,2016-06-01
2531,Vehicle Collision or Pedestrian Struck (with Injury),2016,7,137,2016-07-01
2532,Vehicle Collision or Pedestrian Struck (with Injury),2016,8,185,2016-08-01
2533,Vehicle Collision or Pedestrian Struck (with Injury),2016,9,156,2016-09-01
2534,Vehicle Collision or Pedestrian Struck (with Injury),2016,10,119,2016-10-01
2535,Vehicle Collision or Pedestrian Struck (with Injury),2016,11,182,2016-11-01
2536,Vehicle Collision or Pedestrian Struck (with Injury),2016,12,101,2016-12-01
2537,Vehicle Collision or Pedestrian Struck (with Injury),2017,1,108,2017-01-01
2538,Vehicle Collision or Pedestrian Struck (with Injury),2017,2,96,2017-02-01
2539,Vehicle Collision or Pedestrian Struck (with Injury),2017,3,129,2017-03-01
2540,Vehicle Collision or Pedestrian Struck (with Injury),2017,4,136,2017-04-01
2541,Vehicle Collision or Pedestrian Struck (with Injury),2017,5,123,2017-05-01
2542,Vehicle Collision or Pedestrian Struck (with Injury),2017,6,110,2017-06-01
2543,Vehicle Collision or Pedestrian Struck (with Injury),2017,7,116,2017-07-01
2544,Vehicle Collision or Pedestrian Struck (with Injury),2017,8,115,2017-08-01
2545,Vehicle Collision or Pedestrian Struck (with Injury),2017,9,134,2017-09-01
2546,Vehicle Collision or Pedestrian Struck (with Injury),2017,10,168,2017-10-01
2547,Vehicle Collision or Pedestrian Struck (with Injury),2017,11,148,2017-11-01
2548,Vehicle Collision or Pedestrian Struck (with Injury),2017,12,143,2017-12-01
2549,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,170,2018-01-01
2550,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,97,2018-02-01
2551,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,95,2018-03-01
2552,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,110,2018-04-01
2553,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,131,2018-05-01
2554,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,127,2018-06-01
2555,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,152,2018-07-01
2556,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,136,2018-08-01
2557,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,98,2018-09-01
2558,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,134,2018-10-01
2559,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,116,2018-11-01
2560,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,110,2018-12-01
2561,Vehicle Collision or Pedestrian Struck (with Injury),2019,1,90,2019-01-01
2562,Vehicle Collision or Pedestrian Struck (with Injury),2019,2,76,2019-02-01
2563,Vehicle Collision or Pedestrian Struck (with Injury),2019,3,64,2019-03-01
2564,Vehicle Collision or Pedestrian Struck (with Injury),2019,4,92,2019-04-01
2565,Vehicle Collision or Pedestrian Struck (with Injury),2019,5,104,2019-05-01
2566,Vehicle Collision or Pedestrian Struck (with Injury),2019,6,98,2019-06-01
2567,Vehicle Collision or Pedestrian Struck (with Injury),2019,7,92,2019-07-01
2568,Vehicle Collision or Pedestrian Struck (with Injury),2019,8,99,2019-08-01
2569,Vehicle Collision or Pedestrian Struck (with Injury),2019,9,126,2019-09-01
2570,Vehicle Collision or Pedestrian Struck (with Injury),2019,10,92,2019-10-01
2571,Vehicle Collision or Pedestrian Struck (with Injury),2019,11,106,2019-11-01
2572,Vehicle Collision or Pedestrian Struck (with Injury),2019,12,99,2019-12-01
2573,Vehicle Collision or Pedestrian Struck (with Injury),2020,1,97,2020-01-01
2574,Vehicle Collision or Pedestrian Struck (with Injury),2020,2,77,2020-02-01
2575,Vehicle Collision or Pedestrian Struck (with Injury),2020,3,61,2020-03-01
2576,Vehicle Collision or Pedestrian Struck (with Injury),2020,4,33,2020-04-01
2577,Vehicle Collision or Pedestrian Struck (with Injury),2020,5,65,2020-05-01
2578,Vehicle Collision or Pedestrian Struck (with Injury),2020,6,57,2020-06-01
2579,Vehicle Collision or Pedestrian Struck (with Injury),2020,7,72,2020-07-01
2580,Vehicle Collision or Pedestrian Struck (with Injury),2020,8,80,2020-08-01
2581,Vehicle Collision or Pedestrian Struck (with Injury),2020,9,75,2020-09-01
2582,Vehicle Collision or Pedestrian Struck (with Injury),2020,10,91,2020-10-01
2583,Vehicle Collision or Pedestrian Struck (with Injury),2020,11,70,2020-11-01
2584,Vehicle Collision or Pedestrian Struck (with Injury),2020,12,75,2020-12-01
2585,Vehicle Collision or Pedestrian Struck (with Injury),2021,1,72,2021-01-01
2586,Vehicle Collision or Pedestrian Struck (with Injury),2021,2,54,2021-02-01
2587,Vehicle Collision or Pedestrian Struck (with Injury),2021,3,76,2021-03-01
2588,Vehicle Collision or Pedestrian Struck (with Injury),2021,4,80,2021-04-01
2589,Vehicle Collision or Pedestrian Struck (with Injury),2021,5,73,2021-05-01
2590,Vehicle Collision or Pedestrian Struck (with Injury),2021,6,84,2021-06-01
2591,Vehicle Collision or Pedestrian Struck (with Injury),2021,7,81,2021-07-01
2592,Vehicle Collision or Pedestrian Struck (with Injury),2021,8,114,2021-08-01
2593,Vehicle Collision or Pedestrian Struck (with Injury),2021,9,103,2021-09-01
2594,Vehicle Collision or Pedestrian Struck (with Injury),2021,10,92,2021-10-01
2595,Vehicle Collision or Pedestrian Struck (with Injury),2021,11,112,2021-11-01
2596,Vehicle Collision or Pedestrian Struck (with Injury),2021,12,80,2021-12-01
2597,Vehicle Collision or Pedestrian Struck (with Injury),2022,1,59,2022-01-01
2598,Vehicle Collision or Pedestrian Struck (with Injury),2022,2,71,2022-02-01
2599,Vehicle Collision or Pedestrian Struck (with Injury),2022,3,79,2022-03-01
2600,Vehicle Collision or Pedestrian Struck (with Injury),2022,4,84,2022-04-01
2601,Vehicle Collision or Pedestrian Struck (with Injury),2022,5,81,2022-05-01
2602,Vehicle Collision or Pedestrian Struck (with Injury),2022,6,101,2022-06-01
2603,Vehicle Collision or Pedestrian Struck (with Injury),2022,7,91,2022-07-01
2604,Vehicle Collision or Pedestrian Struck (with Injury),2022,8,108,2022-08-01
2605,Vehicle Collision or Pedestrian Struck (with Injury),2022,9,92,2022-09-01
2606,Vehicle Collision or Pedestrian Struck (with Injury),2022,10,102,2022-10-01
2607,Vehicle Collision or Pedestrian Struck (with Injury),2022,11,79,2022-11-01
2608,Vehicle Collision or Pedestrian Struck (with Injury),2022,12,66,2022-12-01
2609,Vehicle Collision or Pedestrian Struck (with Injury),2023,1,77,2023-01-01
2610,Vehicle Collision or Pedestrian Struck (with Injury),2023,2,74,2023-02-01
2611,Vehicle Collision or Pedestrian Struck (with Injury),2023,3,75,2023-03-01
2612,Vehicle Collision or Pedestrian Struck (with Injury),2023,4,79,2023-04-01
2613,Vehicle Collision or Pedestrian Struck (with Injury),2023,5,109,2023-05-01
2614,Vehicle Collision or Pedestrian Struck (with Injury),2023,6,100,2023-06-01
2615,Vehicle Collision or Pedestrian Struck (with Injury),2023,7,104,2023-07-01
2616,Vehicle Collision or Pedestrian Struck (with Injury),2023,8,98,2023-08-01
2617,Vehicle Collision or Pedestrian Struck (with Injury),2023,9,110,2023-09-01
2618,Vehicle Collision or Pedestrian Struck (with Injury),2023,10,85,2023-10-01
